1,2.854
2,5.151
3,4.400
4,2.338
5,3.075
6,9.523
7,13.188
8,29.299
9,6.809
10,11.908
11,2.696
12,2.052
13,2.090
14,4.614
15,15.143
16,19.259
17,2.893
18,3.185
19,1.940
20,3.149
21,51.929
22,35.729
23,2.623
24,2.611
25,4.523
26,5.173
27,2.912
28,2.348
29,6.196
30,6.431
31,9.286
32,7.473
33,8.334
34,8.200
35,8.132
36,3.406
37,4.485
38,58.640
39,4.131
40,6.332
41,12.736
42,3.296
43,5.242
44,1.788
45,10.293
46,12.890
47,3.894
48,3.406
49,2.655
50,14.411
51,25.567
52,28.259
53,2.691
54,4.589
55,7.286
56,1.478
57,29.644
58,13.755
59,2.698
60,23.481
61,41.988
62,89.692
63,52.461
64,2.592
65,4.009
66,6.990
67,4.635
68,44.925
69,37.703
70,4.852
71,62.528
72,31.302
73,43.533
74,50.372
75,3.709
76,35.888
77,4.654
78,5.514
79,1.713
80,2.600
81,16.525
82,8.775
83,72.916
84,9.009
85,52.489
86,2.758
87,28.671
88,4.882
89,64.154
90,30.963
91,22.402
92,7.631
93,36.015
94,3.037
95,1.748
96,27.642
97,49.359
98,95.513
99,15.057
100,38.114
101,35.391
102,5.110
103,58.617
104,83.243
105,3.619
106,14.210
107,34.270
108,21.667
109,131.577
110,6.955
111,3.715
112,96.217
113,14.525
114,6.337
115,3.588
116,9.325
117,37.164
118,6.004
119,9.309
120,7.093
121,98.025
122,32.117
123,3.114
124,12.980
125,40.971
126,1.736
127,66.765
128,3.740
129,39.526
130,3.693
131,34.109
132,3.515
133,1.669
134,5.746
135,3.744
136,1.836
137,5.297
138,7.502
139,49.263
140,50.950
141,11.190
142,4.996
143,6.258
144,1.975
145,4.405
146,3.833
147,8.511
148,2.152
149,38.017
150,39.120
151,72.878
152,94.676
153,36.466
154,14.951
155,3.893
156,1.878
157,4.709
158,3.375
159,8.637
160,12.238
161,1.803
162,10.692
163,3.985
164,25.623
165,5.311
166,21.046
167,110.427
168,31.215
169,1.981
170,2.031
171,3.430
172,3.052
173,15.374
174,26.543
175,24.622
176,2.911
177,69.006
178,162.555
179,135.352
180,183.500
181,293.986
182,284.638
183,295.321
184,287.092
185,266.727
186,195.123
187,55.399
188,64.973
189,92.129
190,78.724
191,37.531
192,9.662
193,84.048
194,5.225
195,68.612
196,10.358
197,4.022
198,46.704
199,37.830
200,1.577
201,5.014
202,3.102
203,3.057
204,4.266
205,2.266
206,2.881
207,3.436
208,3.234
209,3.093
210,48.882
211,1.842
212,95.787
213,5.926
214,38.506
215,22.501
216,54.424
217,39.708
218,8.801
219,8.352
220,1.838
221,4.373
222,4.594
223,5.420
224,2.026
225,5.522
226,24.611
227,20.082
228,3.818
229,2.069
230,1.599
231,8.077
232,3.571
233,9.080
234,8.707
235,4.604
236,13.519
237,2.682
238,5.148
239,32.378
240,22.535
241,8.476
242,1.645
243,7.407
244,1.861
245,47.080
246,5.372
247,12.548
248,2.132
249,111.394
250,73.101
251,2.646
252,114.773
253,5.901
254,38.371
255,1.823
256,68.119
257,43.717
258,19.279
259,31.955
260,8.866
261,8.023
262,62.465
263,46.558
264,32.423
265,5.105
266,4.417
267,37.980
268,80.610
269,9.083
270,24.757
271,30.662
272,141.153
273,46.597
274,196.437
275,99.856
276,4.550
277,4.355
278,40.226
279,2.435
280,9.538
281,63.543
282,5.308
283,25.993
284,17.289
285,5.206
286,2.414
287,1.671
288,1.763
289,11.644
290,2.716
291,2.383
292,3.481
293,3.237
294,1.515
295,2.934
296,2.965
297,2.497
298,3.126
299,6.073
300,3.591
301,8.540
302,6.866
303,9.200
304,27.823
305,1.777
306,6.854
307,1.603
308,13.659
309,5.605
310,11.628
311,5.979
312,10.555
313,3.414
314,3.048
315,13.345
316,96.352
317,162.689
318,97.649
319,38.310
320,54.989
321,34.441
322,35.920
323,6.108
324,4.619
325,5.576
326,5.527
327,2.412
328,2.325
329,3.577
330,2.262
331,7.147
332,4.467
333,2.171
334,2.818
335,62.095
336,15.075
337,3.511
338,3.293
339,2.291
340,8.063
341,6.744
342,5.174
343,2.175
344,7.861
345,2.774
346,2.101
347,8.920
348,4.297
349,1.398
350,7.655
351,4.756
352,3.903
353,21.257
354,18.800
355,124.957
356,2.306
357,48.934
358,158.432
359,195.767
360,203.893
361,108.519
362,48.993
363,25.852
364,10.947
365,7.683
366,6.757
367,12.773
368,8.989
369,42.139
370,2.909
371,2.171
372,100.524
373,7.590
374,108.609
375,186.235
376,171.264
377,67.445
378,94.191
379,129.946
380,40.363
381,144.922
382,130.580
383,145.779
384,137.127
385,221.840
386,302.446
387,172.015
388,219.663
389,66.506
390,106.560
391,191.894
392,295.061
393,394.177
394,378.062
395,433.518
396,404.337
397,304.949
398,252.483
399,297.647
400,289.137
401,3.076
