1,109.197
2,200.632
3,261.099
4,290.750
5,252.185
6,276.948
7,218.767
8,184.673
9,226.875
10,240.337
11,244.885
12,228.197
13,110.489
14,8.795
15,10.926
16,9.127
17,97.035
18,5.878
19,5.530
20,8.874
21,12.458
22,20.199
23,53.940
24,3.350
25,2.607
26,7.182
27,7.963
28,2.661
29,20.823
30,20.573
31,9.819
32,2.754
33,29.586
34,20.259
35,13.721
36,1.944
37,13.918
38,16.726
39,8.802
40,15.181
41,2.439
42,2.949
43,3.743
44,36.472
45,12.673
46,25.599
47,33.707
48,11.129
49,64.782
50,37.932
51,8.585
52,11.395
53,4.283
54,4.600
55,17.738
56,5.047
57,16.956
58,1.900
59,22.006
60,4.850
61,8.418
62,5.191
63,5.845
64,43.367
65,169.203
66,164.258
67,59.664
68,7.182
69,7.905
70,30.942
71,77.601
72,118.288
73,98.985
74,47.010
75,75.708
76,9.158
77,8.007
78,9.446
79,31.135
80,89.149
81,12.409
82,13.817
83,5.269
84,71.007
85,67.419
86,218.455
87,240.985
88,121.131
89,41.069
90,100.886
91,42.053
92,124.087
93,237.608
94,143.737
95,104.966
96,5.452
97,2.038
98,126.971
99,221.408
100,188.635
101,99.034
102,63.524
103,51.509
104,11.127
105,7.187
106,34.327
107,9.772
108,44.130
109,5.218
110,8.443
111,26.148
112,29.935
113,4.478
114,4.113
115,12.397
116,54.215
117,4.221
118,2.903
119,2.188
120,19.624
121,7.750
122,3.799
123,68.136
124,1.965
125,11.920
126,4.144
127,9.458
128,7.414
129,9.894
130,12.182
131,6.465
132,3.520
133,6.565
134,7.111
135,3.142
136,3.517
137,6.365
138,2.973
139,1.993
140,5.386
141,4.132
142,2.202
143,5.635
144,2.007
145,2.695
146,72.631
147,65.657
148,82.280
149,30.809
150,12.828
151,35.801
152,94.283
153,142.529
154,104.439
155,90.944
156,64.381
157,2.923
158,12.347
159,24.116
160,10.991
161,15.103
162,35.448
163,23.465
164,9.060
165,17.521
166,30.617
167,3.548
168,32.015
169,6.380
170,20.525
171,52.582
172,7.074
173,2.641
174,65.950
175,33.790
176,54.167
177,65.241
178,41.912
179,108.160
180,121.151
181,15.741
182,76.293
183,85.716
184,3.814
185,6.133
186,26.131
187,6.108
188,3.779
189,2.964
190,7.919
191,3.876
192,4.853
193,83.930
194,157.190
195,189.807
196,135.653
197,51.270
198,3.558
199,31.731
200,32.006
201,38.747
202,7.803
203,4.916
204,3.361
205,9.652
206,22.724
207,8.200
208,8.961
209,20.653
210,9.814
211,41.822
212,4.681
213,36.872
214,9.737
215,17.257
216,29.404
217,11.183
218,9.452
219,13.565
220,2.223
221,4.157
222,4.086
223,11.673
224,4.108
225,4.400
226,3.039
227,68.839
228,2.275
229,6.211
230,24.283
231,13.633
232,5.170
233,10.735
234,29.205
235,64.467
236,28.053
237,6.523
238,22.227
239,1.728
240,40.838
241,113.218
242,69.328
243,59.426
244,72.206
245,58.696
246,96.148
247,100.988
248,50.812
249,24.051
250,62.572
251,168.284
252,224.214
253,179.286
254,91.069
255,18.890
256,13.121
257,2.111
258,2.999
259,2.681
260,33.782
261,20.903
262,1.640
263,4.452
264,9.301
265,2.013
266,6.246
267,31.334
268,25.722
269,29.504
270,9.375
271,5.910
272,7.752
273,1.738
274,8.970
275,7.465
276,32.471
277,5.803
278,12.103
279,2.518
280,40.525
281,14.948
282,20.280
283,61.673
284,164.369
285,199.283
286,83.870
287,6.319
288,24.420
289,4.896
290,11.609
291,7.872
292,30.068
293,3.603
294,4.116
295,3.988
296,27.158
297,9.683
298,9.846
299,2.854
300,33.467
301,5.835
302,1.885
303,4.803
304,9.958
305,6.690
306,7.992
307,15.314
308,9.124
309,2.735
310,10.972
311,10.382
312,31.132
313,33.085
314,17.019
315,20.927
316,19.147
317,22.354
318,10.614
319,18.049
320,7.309
321,14.768
322,1.958
323,21.669
324,7.718
325,13.918
326,12.505
327,50.139
328,2.345
329,2.055
330,10.505
331,6.283
332,42.443
333,80.400
334,67.990
335,118.504
336,83.065
337,24.484
338,45.397
339,47.147
340,25.838
341,9.216
342,37.460
343,4.115
344,20.321
345,1.871
346,79.939
347,29.530
348,33.635
349,2.896
350,23.370
351,17.063
352,3.050
353,10.892
354,1.584
355,3.330
356,26.085
357,23.859
358,22.736
359,19.868
360,14.161
361,5.505
362,27.873
363,57.724
364,3.000
365,21.412
366,31.988
367,64.460
368,31.069
369,10.731
370,9.322
371,25.262
372,5.494
373,3.315
374,6.245
375,4.328
376,57.602
377,63.141
378,59.385
379,116.634
380,180.869
381,54.752
382,5.087
383,5.816
384,8.458
385,6.313
386,14.282
387,4.945
388,3.631
389,4.883
390,13.929
391,14.762
392,24.904
393,37.817
394,14.957
395,2.112
396,8.880
397,37.272
398,2.206
399,40.285
400,50.359
401,2.786
