1,114.204
2,132.815
3,113.905
4,5.363
5,3.383
6,8.263
7,9.794
8,2.776
9,3.709
10,3.763
11,20.402
12,102.480
13,68.441
14,105.850
15,190.451
16,248.842
17,123.737
18,157.418
19,26.782
20,4.853
21,11.257
22,77.135
23,38.289
24,39.632
25,29.936
26,85.506
27,169.052
28,204.710
29,224.952
30,317.296
31,312.483
32,364.690
33,302.462
34,347.377
35,366.292
36,342.462
37,313.949
38,336.367
39,230.294
40,32.615
41,3.643
42,39.729
43,97.125
44,3.339
45,6.471
46,105.894
47,114.874
48,48.971
49,3.292
50,1.667
51,8.433
52,4.001
53,2.936
54,46.280
55,4.484
56,11.931
57,7.685
58,14.979
59,30.956
60,4.640
61,49.455
62,68.526
63,41.423
64,75.726
65,64.211
66,4.398
67,22.860
68,39.153
69,25.688
70,3.238
71,16.069
72,34.618
73,3.977
74,6.837
75,41.759
76,4.940
77,40.633
78,1.431
79,15.848
80,49.142
81,94.211
82,143.009
83,190.361
84,160.994
85,191.985
86,224.539
87,117.691
88,31.701
89,106.981
90,39.656
91,161.916
92,135.765
93,4.144
94,5.359
95,3.451
96,5.046
97,5.662
98,71.491
99,27.809
100,60.777
101,2.717
102,1.588
103,4.995
104,29.839
105,5.194
106,5.031
107,62.027
108,11.554
109,56.338
110,47.244
111,77.372
112,31.987
113,55.673
114,74.352
115,1.986
116,13.388
117,59.978
118,26.971
119,102.750
120,34.357
121,5.078
122,25.281
123,6.537
124,2.533
125,20.601
126,3.231
127,44.396
128,65.413
129,8.027
130,3.616
131,9.026
132,9.144
133,5.108
134,8.296
135,35.164
136,2.351
137,20.530
138,7.658
139,72.540
140,46.847
141,84.931
142,55.053
143,51.228
144,31.463
145,57.858
146,40.280
147,141.344
148,225.584
149,143.993
150,62.483
151,75.687
152,3.792
153,11.691
154,4.589
155,40.856
156,9.448
157,25.254
158,12.634
159,28.884
160,37.170
161,142.135
162,123.370
163,1.911
164,15.663
165,1.581
166,35.401
167,3.342
168,25.738
169,9.730
170,2.118
171,73.860
172,46.501
173,11.720
174,22.914
175,13.692
176,28.399
177,9.163
178,6.084
179,3.285
180,28.498
181,1.819
182,28.938
183,2.341
184,9.443
185,7.892
186,15.319
187,2.285
188,24.882
189,6.052
190,5.533
191,5.332
192,3.966
193,3.484
194,3.278
195,4.404
196,15.299
197,12.910
198,9.263
199,11.371
200,3.571
201,10.494
202,6.780
203,9.400
204,52.729
205,24.649
206,24.179
207,6.732
208,16.727
209,24.103
210,2.300
211,4.754
212,24.753
213,73.068
214,118.041
215,6.817
216,23.221
217,7.351
218,43.858
219,81.898
220,22.475
221,5.955
222,22.601
223,4.458
224,25.428
225,23.776
226,41.325
227,35.159
228,102.675
229,48.314
230,15.561
231,3.260
232,38.479
233,65.065
234,99.433
235,77.840
236,8.963
237,30.779
238,8.393
239,5.494
240,79.447
241,82.971
242,47.884
243,113.536
244,58.570
245,76.926
246,4.023
247,9.906
248,72.745
249,18.676
250,11.161
251,1.933
252,28.955
253,8.713
254,7.336
255,28.909
256,5.268
257,5.858
258,5.842
259,34.038
260,59.286
261,9.361
262,43.045
263,1.612
264,3.878
265,6.407
266,16.885
267,2.955
268,8.137
269,31.344
270,87.350
271,53.528
272,62.336
273,106.725
274,94.244
275,35.795
276,2.201
277,2.172
278,1.735
279,2.052
280,65.144
281,12.144
282,6.532
283,19.662
284,5.936
285,37.998
286,8.750
287,19.572
288,3.277
289,22.023
290,34.731
291,2.702
292,3.640
293,6.056
294,8.588
295,21.016
296,18.641
297,4.998
298,8.796
299,7.631
300,15.914
301,20.431
302,3.549
303,4.445
304,5.334
305,4.657
306,31.085
307,3.147
308,2.906
309,10.024
310,8.242
311,4.278
312,4.152
313,4.234
314,13.262
315,10.175
316,4.108
317,72.966
318,4.625
319,46.717
320,6.160
321,1.919
322,7.002
323,67.967
324,19.734
325,7.379
326,3.196
327,8.057
328,12.564
329,3.840
330,7.678
331,4.588
332,27.771
333,52.140
334,28.278
335,17.755
336,4.527
337,9.388
338,8.275
339,4.511
340,3.899
341,46.933
342,7.416
343,4.722
344,4.533
345,11.882
346,12.632
347,2.925
348,3.833
349,6.656
350,29.772
351,10.809
352,2.302
353,33.635
354,42.499
355,30.194
356,5.798
357,39.204
358,17.436
359,72.333
360,130.207
361,69.288
362,3.016
363,52.573
364,38.076
365,5.858
366,3.472
367,3.826
368,4.061
369,4.466
370,7.753
371,8.621
372,14.063
373,23.423
374,10.074
375,3.586
376,14.527
377,11.017
378,7.457
379,17.798
380,6.281
381,24.417
382,9.613
383,23.463
384,56.302
385,3.021
386,6.281
387,35.736
388,4.403
389,30.360
390,10.450
391,70.876
392,69.020
393,21.833
394,3.709
395,36.645
396,36.292
397,13.672
398,9.405
399,6.835
400,24.981
401,2.761
